"","date","county","state","fips","cases","deaths"
"100","2020-03-25","Fairfax","Virginia",51059,76,1
"101","2020-03-25","Fredericksburg city","Virginia",51630,1,0
"102","2020-03-25","Loudoun","Virginia",51107,20,0
"103","2020-03-25","Manassas city","Virginia",51683,2,0
"104","2020-03-25","Prince William","Virginia",51153,32,0
"105","2020-03-25","Spotsylvania","Virginia",51177,3,0
"106","2020-03-25","Stafford","Virginia",51179,6,0
"107","2020-03-26","Alexandria city","Virginia",51510,14,0
"108","2020-03-26","Arlington","Virginia",51013,63,0
"109","2020-03-26","Culpeper","Virginia",51047,2,0
"110","2020-03-26","Fairfax","Virginia",51059,124,1
"111","2020-03-26","Fredericksburg city","Virginia",51630,1,0
"112","2020-03-26","King George","Virginia",51099,1,0
"113","2020-03-26","Loudoun","Virginia",51107,43,0
"114","2020-03-26","Manassas city","Virginia",51683,3,0
"115","2020-03-26","Prince William","Virginia",51153,44,0
"116","2020-03-26","Spotsylvania","Virginia",51177,3,0
"117","2020-03-26","Stafford","Virginia",51179,11,0
"118","2020-03-26","Warren","Virginia",51187,2,0
"119","2020-03-27","Alexandria city","Virginia",51510,18,0
"120","2020-03-27","Arlington","Virginia",51013,63,0
"121","2020-03-27","Culpeper","Virginia",51047,2,0
"122","2020-03-27","Fairfax","Virginia",51059,124,1
"123","2020-03-27","Fredericksburg city","Virginia",51630,1,0
"124","2020-03-27","King George","Virginia",51099,1,0
"125","2020-03-27","Loudoun","Virginia",51107,43,0
"126","2020-03-27","Manassas city","Virginia",51683,3,0
"127","2020-03-27","Prince William","Virginia",51153,44,0
"128","2020-03-27","Spotsylvania","Virginia",51177,3,0
"129","2020-03-27","Stafford","Virginia",51179,11,0
"130","2020-03-27","Warren","Virginia",51187,2,0
"131","2020-03-28","Alexandria city","Virginia",51510,20,0
"132","2020-03-28","Arlington","Virginia",51013,75,0
"133","2020-03-28","Culpeper","Virginia",51047,2,0
"134","2020-03-28","Fairfax","Virginia",51059,156,1
"135","2020-03-28","Fredericksburg city","Virginia",51630,1,0
"136","2020-03-28","King George","Virginia",51099,2,0
"137","2020-03-28","Loudoun","Virginia",51107,54,0
"138","2020-03-28","Manassas city","Virginia",51683,4,0
"139","2020-03-28","Prince William","Virginia",51153,56,0
"140","2020-03-28","Spotsylvania","Virginia",51177,3,0
"141","2020-03-28","Stafford","Virginia",51179,11,0
"142","2020-03-28","Warren","Virginia",51187,2,0
"143","2020-03-29","Alexandria city","Virginia",51510,25,0
"144","2020-03-29","Arlington","Virginia",51013,84,2
"145","2020-03-29","Culpeper","Virginia",51047,2,0
"146","2020-03-29","Fairfax","Virginia",51059,187,1
"147","2020-03-29","Fredericksburg city","Virginia",51630,1,0
